ID,Name,KG,For Sale,Sale Price,Fert/Day,Rarity,# Traits,Rarest Trait,Head,Neck,Torso,Feet,Tail,Body,Trim,Background,Lore,Flavour,Rank,Score,Floor Price,Last Price,Roosted
3110,,9,False,0,22,common,5,rare,,Stethoscope,The Key,All Stars,,Snow White,,Plum,,,9438,123.89,35,0,True
3111,,31,False,0,66,common,5,rare,Green Comb,Red Bowtie,,Buckaroo,,Passion Red,,Vibe,,,9442,123.8,35,7.2,True
3112,,9,False,0,22,common,4,elite,,,,Spurs,chikn Jockey,Frog Green,,Field,,,9447,123.7,35,0,True
3113,,10,False,0,24,common,4,elite,,,Katana,Blue Timbs,,Passion Red,,Turquoisey,,,9448,123.69,35,0,True
3114,,11,False,0,26,common,4,rare,,,Banger,Ball'n Chain,,Midnight,,Plum,,,9449,123.68,35,0,True
3115,,9,False,0,22,common,5,rare,Gentleman's Pipe,,,Red Feet,,Snow White,Avax Trim,Plum,,,9455,123.58,35,0,True
3116,,9,False,0,22,common,4,elite,Golden Comb,Prized Coq,,,,Nightstalker Blue,,Drummies,,,9456,123.57,35,0,True
3117,,9,False,0,22,common,5,nice,Woody,Stethoscope,,Golden Feet,,Snow White,,Plum,,,9460,123.51,35,0,True
3118,,9,False,0,22,common,5,nice,,Prized Coq,Starfish,Green Feet,,Frog Green,,Periwinkle,,,9461,123.47,35,0,True
3119,,9,False,0,22,common,4,elite,Snorkel,,,Spurs,,Midnight,,Turquoisey,,,9466,123.41,35,0,True
3120,,9,False,0,22,common,5,rare,Green Comb,Shoulder Armour,,Sneaker Head,,Frog Green,,Plum,,,9467,123.41,35,0,True
3121,,14,True,42,32,common,5,rare,Winterproof,Lei,,All Stars,,Snow White,,Turquoisey,,,9472,123.3,35,0,True
3122,,9,False,0,22,common,5,rare,Fez,Red Bowtie,,Green Feet,,Mutant Purple,,Turquoisey,,,9473,123.3,35,0,True
3123,,10,False,0,24,common,4,elite,Sunnies,,,Golden Feet,,Obsidian,,Cornhusk,,,9480,123.12,35,0,True
3124,,10,False,0,24,common,4,nice,Happy Birthday,Lei,,,,Snow White,,Venus,,,9481,123.12,35,0,True
3125,,11,False,0,26,common,4,elite,Woody,,,Greaves,,Snow White,,Cornhusk,,,9483,123.09,35,0,True
3127,,10,False,0,24,common,3,rare,,,CD-RW,,,Mutant Purple,,Farm,,,9488,122.96,35,0,True
3128,,9,False,0,22,common,5,elite,Golden Comb,Bone Necklace,,Spurs,,Snow White,,Turquoisey,,,9489,122.96,35,0,True
3129,,9,False,0,22,common,4,elite,Beret,,,Greaves,,Snow White,,Plum,,,9493,122.75,35,0,True
3130,,9,False,0,22,common,5,nice,,Purple Bowtie,Banger,Celestial Feet,,Snow White,,Periwinkle,,,9495,122.72,35,0,True
3131,,9,False,0,22,common,3,rare,Rosebud,,,,,Nightstalker Blue,,Periwinkle,,,9496,122.67,35,0,True
3132,,9,False,0,22,common,5,nice,Purple Comb,,Banger,Golden Feet,,Snow White,,Turquoisey,,,9501,122.55,35,0,True
3133,,9,False,0,22,common,5,nice,Beanie,Purple Bowtie,,Buckaroo,,Snow White,,Turquoisey,,,9504,122.51,35,0,True
3134,,9,False,0,22,common,3,rare,Sombrero,,,,,Snow White,,Turquoisey,,,9505,122.5,35,0,True
3135,,9,False,0,22,common,4,elite,,,CD-RW,Greaves,,Snow White,,Periwinkle,,,9507,122.49,35,0,True
3136,,10,False,0,24,common,4,rare,Framez,,,Green Feet,,Snow White,,Farm,,,9508,122.48,35,0,True
3137,,14,False,0,32,common,3,rare,Sombrero,,,,,Snow White,,Periwinkle,,,9518,122.36,35,0,True
3138,,11,False,0,26,common,4,rare,,,Shield,Golden Feet,,Snow White,,Vibe,,,9520,122.32,35,0,True
3139,,10,False,0,24,common,5,nice,,Red Bowtie,9-iron,Green Feet,,Passion Red,,Periwinkle,,,9521,122.31,35,0,True
3140,,9,False,0,22,common,4,rare,Hairy Old Man,,,Green Feet,,Snow White,,Farm,,,9526,122.21,35,0,True
3141,,9,False,0,22,common,4,elite,,,Fancy Sword,Spurs,,Mutant Purple,,Cornhusk,,,9527,122.21,35,0,True
3142,,9,False,0,22,common,4,rare,Beanie,,,Golden Feet,,Snow White,,Farm,,,9534,122.05,35,0,True
3143,,9,False,0,22,common,4,rare,Snorkel,,,Croqs,,Midnight,,Plum,,,9538,121.95,35,0,True
3144,,10,False,0,24,common,4,nice,,,,Celestial Feet,Smokestack,Nightstalker Blue,,Venus,,,9540,121.9,35,0,True
3145,,9,False,0,22,common,3,rare,Sombrero,,,,,Snow White,,Cornhusk,,,9541,121.9,35,0,True
3146,,9,False,0,22,common,5,elite,Golden Comb,Coq Tags,,Green Feet,,Obsidian,,Plum,,,9542,121.9,35,0,True
3147,,9,False,0,22,common,4,rare,,a little rag,,,Gas Guzzler,Midnight,,Periwinkle,,,9543,121.86,35,0,True
3148,,9,False,0,22,common,4,elite,Cap,,,Black Stilettos,,Nightstalker Blue,,Turquoisey,,,9545,121.85,35,0,True
3149,,9,False,0,22,common,4,Common,,,Spork,,chikn Jockey,Snow White,,Plum,,,9548,121.83,35,0,True
3150,,9,False,0,22,common,4,nice,,,Banger,,,Passion Red,Black Trim,Periwinkle,,,9549,121.83,35,0,True
3151,,11,False,0,26,common,5,Common,Celestial Comb,,A Fresh Baguette,Celestial Feet,,Snow White,,Cornhusk,,,9555,121.68,35,0,True
3152,,10,False,0,24,common,4,rare,Dirty Bird,,,Celestial Feet,,Snow White,,Farm,,,9556,121.66,35,0,True
3153,,9,False,0,22,common,5,nice,Purple Comb,,,Green Feet,,Nightstalker Blue,Black Trim,Miami,,,9563,121.53,35,0,True
3154,,24,False,0,52,common,5,nice,Celestial Comb,Bandolier,,Iron Claw,,Snow White,,Tangerine,,,9567,121.53,35,0,True
3155,,24,False,0,52,common,4,rare,Beret,Sash,,,,Mutant Purple,,Royale,,,9572,121.44,35,0,True
3156,,24,False,0,52,common,5,nice,,Sash,Gainz,Red Feet,,Snow White,,Plum,,,9579,121.33,35,0,True
3157,,31,False,0,66,common,4,nice,,,Love Balloon,Golden Feet,,Snow White,,Venus,,,9582,121.29,35,6.8,True
3158,,31,False,0,66,common,4,nice,,,Big Ol' Corn Cob,,,Frog Green,Black Trim,Plum,,,9585,121.21,35,6.5,True
3159,,31,False,0,66,common,4,nice,Golden Comb,,Omelette,,,Snow White,,Turquoisey,,,9586,121.21,35,6.6,True
3160,,13,False,0,30,common,5,rare,,Sash,The Key,Green Feet,,Mutant Purple,,Cornhusk,,,9587,121.2,35,8.4,True
3161,,11,False,0,26,common,4,rare,,,Starfish,,,Nightstalker Blue,Avax Trim,Cornhusk,,,9588,121.18,35,0,True
3162,,9,False,0,22,common,4,elite,Hairy Old Man,,,Red Feet,,Bullion,,Periwinkle,,,9593,121.05,35,0,True
3163,,11,False,0,26,common,5,nice,Celestial Comb,Lei,,Croqs,,Snow White,,Miami,,,9595,121.02,35,0,True
3164,,10,False,0,24,common,4,rare,,,Fancy Sword,Sneaker Head,,Frog Green,,Periwinkle,,,9596,120.96,35,0,True
3165,,10,False,0,24,common,4,rare,,Red Bowtie,Katana,,,Mutant Purple,,Periwinkle,,,9598,120.8,35,0,True
3166,,11,False,0,26,common,4,nice,,Coq Tags,Omelette,,,Passion Red,,Cornhusk,,,9599,120.75,35,0,True
3167,,23,False,0,50,common,5,Common,Green Comb,,A Fresh Baguette,Red Feet,,Nightstalker Blue,,Periwinkle,,,9600,120.75,35,0,True
3168,,10,False,0,24,common,5,Common,,Prized Coq,Spork,Red Feet,,Snow White,,Vermillion,,,9601,120.72,35,0,True
3169,,11,False,0,26,common,4,nice,,,Spelunker,,,Frog Green,Blue Trim,Plum,,,9603,120.7,35,0,True
3170,,37,False,0,78,common,5,nice,Beanie,Purple Bowtie,,Red Feet,,Snow White,,Tangerine,,,9612,120.51,35,7.89,True
3171,,11,False,0,26,common,3,elite,,,A Fresh Baguette,,,Bullion,,Royale,,,9613,120.47,35,0,True
3172,,10,False,0,24,common,4,nice,Sunnies,Purple Bowtie,,,,Snow White,,Royale,,,9614,120.46,35,0,True
3173,,11,False,0,26,common,4,nice,Framez,Bandolier,,,,Snow White,,Turquoisey,,,9617,120.37,35,0,True
3174,,1,False,0,1,common,4,rare,,,Bone,Celestial Feet,,Nightstalker Blue,,Periwinkle,,,9629,120.21,35,0,False
3175,,48,False,0,100,common,3,elite,Gentlechikn,,,,,Bullion,,Plum,,,9631,120.2,35,8,True
3176,,26,False,0,56,common,4,nice,,Coq Tags,Love Balloon,,,Snow White,,Vermillion,,,9635,120.09,35,5.5,True
3177,,30,False,0,64,common,4,rare,Chef,,,,,Snow White,Black Trim,Cornhusk,,,9642,119.86,35,7.7,True
3178,,13,False,0,30,common,4,nice,Framez,Coq Tags,,,,Frog Green,,Tangerine,,,9644,119.82,35,0,True
3179,,20,False,0,44,common,4,nice,,Stethoscope,Katana,,,Snow White,,Tangerine,,,9647,119.74,35,0,True
3180,,45,False,0,94,common,4,elite,Golden Comb,Prized Coq,,,,Bullion,,Vermillion,,,9657,119.55,35,0,True
3181,,25,False,0,54,common,4,elite,,,Banger,Golden Feet,,Obsidian,,Cornhusk,,,9658,119.54,35,0,True
3182,,16,False,0,36,common,5,nice,Sesh Hat,Prized Coq,,Red Feet,,Snow White,,Plum,,,9661,119.47,35,0,True
3183,,24,False,0,52,common,4,rare,,,Shovel,,,Mutant Purple,Black Trim,Turquoisey,,,9663,119.43,35,10,True
3184,,12,False,0,28,common,4,rare,Purple Comb,,Shield,,,Mutant Purple,,Turquoisey,,,9668,119.32,35,8.5,True
3185,,20,False,0,44,common,3,elite,Gentlechikn,,,,,Bullion,,Periwinkle,,,9673,119.27,35,0,True
3186,,36,True,100,76,common,4,rare,,Purple Bowtie,Starfish,,,Mutant Purple,,Tangerine,,,9677,119.21,35,6.95,True
3187,,3,False,0,10,common,5,nice,Sesh Hat,Purple Bowtie,,Red Feet,,Snow White,,Periwinkle,,,9678,119.18,35,0,True
3188,,67,True,140,138,common,4,rare,Chef,,,Croqs,,Mutant Purple,,Royale,,,9679,119.15,35,0,True
3189,,7,False,0,18,common,4,rare,Hairy Old Man,,,All Stars,,Snow White,,Solana,,,9680,119.14,35,0,True
3190,,11,False,0,26,common,4,nice,Sunnies,,,Buckaroo,,Passion Red,,Royale,,,9682,119.11,35,0,True
3191,,21,False,0,46,common,5,rare,Golden Comb,Stop Loss,,Red Feet,,Mutant Purple,,Periwinkle,,,9683,119.05,35,0,True
3192,,3,False,0,10,common,4,elite,,,Avax Banger,Blue Timbs,,Nightstalker Blue,,Cornhusk,,,9685,119.01,35,0,True
3193,,24,False,0,52,common,4,elite,Happy Birthday,,,Blue Timbs,,Frog Green,,Tangerine,,,9686,119.01,35,0,True
3194,,17,False,0,38,common,4,nice,,Coq Tags,A Fresh Baguette,,,Nightstalker Blue,,Royale,,,9688,118.98,35,0,True
3195,,49,False,0,102,common,5,nice,,Lei,The Key,Golden Feet,,Snow White,,Cornhusk,,,9689,118.96,35,0,True
3196,,32,False,0,68,common,4,nice,Hairy Old Man,,,Iron Claw,,Snow White,,Miami,,,9691,118.92,35,7.899999,True
3197,,37,False,0,78,common,4,rare,,,Spork,Golden Feet,,Mutant Purple,,Miami,,,9693,118.89,35,7.1,True
3198,,24,False,0,52,common,3,elite,Green Comb,,,,,Frog Green,,Atlantis,,,9694,118.85,35,0,True
3199,,30,False,0,64,common,4,nice,Sunnies,,,Croqs,,Frog Green,,Royale,,,9700,118.8,35,0,True
3200,,24,False,0,52,common,4,rare,,,Bone,Red Feet,,Mutant Purple,,Plum,,,9705,118.67,35,25,True
3201,,31,False,0,66,common,3,rare,Rosebud,,,,,Snow White,,Plum,,,9714,118.5,35,0,True
3202,,58,False,0,120,common,4,rare,Construction Helmet,,,Croqs,,Passion Red,,Tangerine,,,9715,118.5,35,0,True
3203,,23,False,0,50,common,4,rare,Fez,,,Celestial Feet,,Mutant Purple,,Venus,,,9718,118.48,35,0,True
3204,,15,False,0,34,common,3,rare,Sunnies,,,,,Midnight,,Royale,,,9724,118.38,35,7,True
3205,,13,False,0,30,common,4,nice,Celestial Comb,,Banger,,,Passion Red,,Turquoisey,,,9725,118.36,35,7.2,True
3206,,36,False,0,76,common,5,nice,,Coq Tags,,Green Feet,chikn Jockey,Nightstalker Blue,,Tangerine,,,9726,118.35,35,0,True
3207,,59,False,0,122,common,4,rare,Chrome Dome,Red Bowtie,,,,Frog Green,,Periwinkle,,,9731,118.29,35,7.45,True
3208,,18,False,0,40,common,5,rare,Purple Comb,,,Sneaker Head,,Nightstalker Blue,Black Trim,Royale,,,9735,118.22,35,0,True
3209,,23,False,0,50,common,5,rare,Purple Comb,Bandolier,,Ball'n Chain,,Mutant Purple,,Turquoisey,,,9740,118.1,35,16.5,True
3210,,30,False,0,64,common,3,rare,PermaBull,,,,,Midnight,,Royale,,,9743,118.06,35,9.3,True
3211,,1,False,0,1,common,5,rare,Golden Comb,Bandolier,,Sneaker Head,,Snow White,,Cornhusk,,,9744,118,35,0,False
3212,,40,False,0,84,common,3,rare,,,Not Football,,,Snow White,,Royale,,,9746,117.9,35,0,True
3213,,25,False,0,54,common,4,rare,Chef,Sash,,,,Nightstalker Blue,,Cornhusk,,,9748,117.84,35,0,True
3214,,13,False,0,30,common,5,rare,,Bandolier,,Red Feet,,Mutant Purple,Blue Trim,Turquoisey,,,9750,117.79,35,0,True
3215,,24,False,0,52,common,4,nice,Roodboi Rootie,Lei,,,,Snow White,,Royale,,,9751,117.77,35,8.5,True
3216,,43,False,0,90,common,4,nice,Green Comb,,Big Ol' Corn Cob,,,Frog Green,,Vermillion,,,9755,117.68,35,0,True
3217,,3,False,0,10,common,4,elite,Cap,,,Red Stilettos,,Snow White,,Cornhusk,,,9756,117.62,35,0,True
3218,,25,False,0,54,common,4,nice,PermaBull,Red Bowtie,,,,Nightstalker Blue,,Cornhusk,,,9760,117.45,35,0,True
3219,,34,False,0,72,common,4,rare,Sunnies,,,Sneaker Head,,Nightstalker Blue,,Tangerine,,,9761,117.42,35,0,True
3220,,23,False,0,50,common,4,nice,Fez,Coq Tags,,,,Nightstalker Blue,,Vermillion,,,9768,117.26,35,0,True
3221,,40,False,0,84,common,4,rare,Chrome Dome,Stethoscope,,,,Snow White,,Tangerine,,,9769,117.26,35,4.8,True
3222,,24,False,0,52,common,3,rare,Winterproof,,,,,Nightstalker Blue,,Farm,,,9770,117.25,35,19.97,True
3223,,17,False,0,38,common,4,rare,PermaBull,,,Ball'n Chain,,Mutant Purple,,Vermillion,,,9775,117.18,35,0,True
3224,,8,False,0,20,common,3,rare,Construction Helmet,,,,,Passion Red,,Miami,,,9776,117.17,35,0,True
3225,,1,False,0,1,common,4,nice,Hairy Old Man,Stethoscope,,,,Passion Red,,Tangerine,,,9779,117.11,35,0,False
3226,,46,False,0,96,common,3,rare,Construction Helmet,,,,,Mutant Purple,,Solana,,,9786,116.96,35,0,True
3227,,30,False,0,64,common,3,rare,Woody,,,,,Snow White,,Field,,,9788,116.94,35,0,True
3228,,1,False,0,1,common,3,rare,Construction Helmet,,,,,Nightstalker Blue,,Miami,,,9790,116.85,35,0,False
3229,,3,False,0,10,common,4,rare,Snorkel,,,Ball'n Chain,,Frog Green,,Royale,,,9794,116.76,35,0,True
3230,,18,False,0,40,common,3,rare,Sunnies,,,,,Mutant Purple,,Vibe,,,9796,116.66,35,8,True
3231,,13,False,0,30,common,4,elite,Chrome Dome,,,Blue Timbs,,Snow White,,Plum,,,9797,116.58,35,0,True
3232,,25,False,0,54,common,5,nice,Laser Eye,Coq Tags,,Red Feet,,Snow White,,Cornhusk,,,9804,116.34,35,0,True
3233,,36,False,0,76,common,4,nice,Snorkel,,,Golden Feet,,Snow White,,Venus,,,9813,116.11,35,12,True
3234,,69,False,0,142,common,4,elite,3D Specs,,,Red Feet,,Bullion,,Turquoisey,,,9814,116.09,35,0,True
3235,,44,False,0,92,common,4,rare,,,Fancy Sword,All Stars,,Snow White,,Turquoisey,,,9817,116.06,35,0,True
3236,,16,False,0,36,common,4,rare,Chrome Dome,,,Iron Claw,,Frog Green,,Vermillion,,,9818,116.01,35,0,True
3237,,25,False,0,54,common,4,nice,Gentlechikn,Prized Coq,,,,Frog Green,,Cornhusk,,,9820,115.98,35,0,True
3238,,7,False,0,18,common,4,nice,Dirty Bird,,,Golden Feet,,Nightstalker Blue,,Solana,,,9822,115.96,35,0,True
3239,,41,False,0,86,common,4,nice,,Coq Tags,Toot-Toot,,,Frog Green,,Tangerine,,,9823,115.95,35,7.522,True
3240,,16,False,0,36,common,3,rare,Beanie,,,,,Nightstalker Blue,,Field,,,9825,115.9,35,0,True
3241,,4,False,0,12,common,4,rare,Snorkel,Coq Tags,,,,Mutant Purple,,Periwinkle,,,9829,115.78,35,0,True
3242,,32,False,0,68,common,4,nice,,Purple Bowtie,Banger,,,Frog Green,,Plum,,,9831,115.7,35,7.5,True
3243,,25,False,0,54,common,3,rare,Samurai,,,,,Nightstalker Blue,,Turquoisey,,,9835,115.66,35,8,True
3244,,50,False,0,104,common,4,rare,Celestial Comb,,9-iron,,,Mutant Purple,,Plum,,,9836,115.62,35,0,True
3245,,14,False,0,32,common,3,rare,,,Sword,,,Snow White,,Field,,,9838,115.61,35,0,True
3246,,17,False,0,38,common,4,rare,Mullet,,,Red Feet,,Midnight,,Periwinkle,,,9839,115.6,35,0,True
3247,,21,False,0,46,common,3,elite,Hairy Old Man,,,,,Bullion,,Plum,,,9840,115.58,35,0,True
3248,,30,False,0,64,common,3,elite,,,Shield,,,Obsidian,,Periwinkle,,,9845,115.42,35,0,True
3249,,2,False,0,8,common,3,elite,,Shoulder Armour,,,,Mutant Purple,,Drummies,,,9853,115.22,35,0,True
3250,,25,False,0,54,common,4,nice,Roodboi Rootie,Prized Coq,,,,Nightstalker Blue,,Plum,,,9854,115.17,35,35,True
3251,,27,False,0,58,common,5,nice,Celestial Comb,Stethoscope,,Golden Feet,,Snow White,,Miami,,,9857,115.08,35,6.47,True
3252,,25,False,0,54,common,4,nice,Hairy Old Man,,,,,Snow White,Black Trim,Plum,,,9860,115.03,35,20.99,True
3253,,52,False,0,108,common,4,elite,Fez,,,Blue Timbs,,Passion Red,,Periwinkle,,,9864,114.96,35,6.66,True
3254,,13,False,0,30,common,4,elite,Cap,,,Iron Claw,,Obsidian,,Turquoisey,,,9865,114.94,35,0,True
3255,,8,False,0,20,common,4,rare,Hairy Old Man,,,Golden Feet,,Snow White,,Vibe,,,9866,114.92,35,0,True
3256,,38,False,0,80,common,3,rare,Fez,,,,,Snow White,,Farm,,,9867,114.89,35,28,True
3257,,16,False,0,36,common,3,elite,,,,,,Bullion,Blue Trim,Miami,,,9869,114.86,35,69,True
3258,McDreamy,36,False,0,76,common,5,elite,Celestial Comb,Stethoscope,,Red Feet,,Obsidian,,Cornhusk,,,9870,114.86,35,5.25,True
3259,,25,False,0,54,common,4,Common,Green Comb,,,,Smokestack,Snow White,,Vermillion,,,9872,114.78,35,0,True
3260,Blu,54,False,0,112,common,4,Common,,Purple Bowtie,Sword,,,Nightstalker Blue,,Plum,,,9873,114.78,35,6.66,True
3261,,67,False,0,138,common,4,rare,,Joseph Drip,,,,Frog Green,Blue Trim,Tangerine,,,9875,114.67,35,0,True
3262,,2,False,0,8,common,4,nice,,,Big Ol' Corn Cob,Golden Feet,,Snow White,,Solana,,,9877,114.61,35,6.69,True
3263,,22,False,0,48,common,4,nice,,a little rag,Big Ol' Corn Cob,,,Passion Red,,Plum,,,9878,114.57,35,7,True
3264,,20,False,0,44,common,5,rare,Golden Comb,Stop Loss,,Red Feet,,Snow White,,Plum,,,9883,114.48,35,0,True
3265,,30,False,0,64,common,5,nice,Purple Comb,Lei,,Red Feet,,Passion Red,,Solana,,,9886,114.45,35,5.7,True
3266,,30,False,0,64,common,4,rare,,,Omelette,Ball'n Chain,,Nightstalker Blue,,Turquoisey,,,9888,114.44,35,7.95,True
3267,,31,False,0,66,common,4,nice,,,Love Balloon,Golden Feet,,Passion Red,,Tangerine,,,9889,114.43,35,0,True
3268,,8,False,0,20,common,5,elite,Celestial Comb,Make a Wish,,Green Feet,,Snow White,,Plum,,,9891,114.4,35,0,True
3269,,20,False,0,44,common,4,elite,Construction Helmet,,,Spurs,,Frog Green,,Cornhusk,,,9895,114.33,35,35,True
3270,,27,False,0,58,common,5,Common,Dirty Bird,Prized Coq,,Green Feet,,Snow White,,Periwinkle,,,9903,114.25,35,6.94,True
3271,,4,False,0,12,common,4,nice,Green Comb,,Banger,,,Frog Green,,Cornhusk,,,9904,114.2,35,0,True
3272,,18,False,0,40,common,5,Common,3D Specs,Red Bowtie,,Green Feet,,Snow White,,Plum,,,9917,114.02,35,34,True
3273,,5,False,0,14,common,4,nice,,,Starfish,Buckaroo,,Frog Green,,Royale,,,9920,113.98,35,0,True
3274,,24,False,0,52,common,4,rare,Green Comb,,CD-RW,,,Mutant Purple,,Cornhusk,,,9922,113.95,35,0,True
3275,,1,False,0,1,common,4,nice,,Stethoscope,Katana,,,Snow White,,Turquoisey,,,9924,113.87,35,0,False
3276,,1,False,0,1,common,3,rare,Beret,,,,,Midnight,,Royale,,,9925,113.85,35,0,False
3277,,3,False,0,10,common,4,rare,,,Omelette,Ball'n Chain,,Snow White,,Vermillion,,,9926,113.83,35,0,True
3278,,24,False,0,52,common,5,Common,Winterproof,Sash,,Red Feet,,Snow White,,Cornhusk,,,9928,113.8,35,0,True
3279,,30,False,0,64,common,4,rare,Construction Helmet,,,Ball'n Chain,,Nightstalker Blue,,Periwinkle,,,9929,113.8,35,0,True
3280,,22,False,0,48,common,5,rare,Golden Comb,,,Ball'n Chain,,Snow White,Black Trim,Turquoisey,,,9930,113.8,35,24.98,True
3281,,46,False,0,96,common,4,rare,Roodboi Rootie,,,All Stars,,Mutant Purple,,Vermillion,,,9933,113.78,35,0,True
3282,,3,False,0,10,common,4,rare,3D Specs,,,Celestial Feet,,Midnight,,Vermillion,,,9938,113.7,35,0,True
3283,,32,False,0,68,common,4,nice,Green Comb,,Hoops,,,Snow White,,Plum,,,9952,113.3,35,0,True
3284,,23,False,0,50,common,4,nice,Green Comb,,Home Run,,,Snow White,,Periwinkle,,,9953,113.3,35,0,True
3285,,31,False,0,66,common,4,nice,Gentlechikn,,,Golden Feet,,Frog Green,,Royale,,,9954,113.28,35,6.99,True
3286,,2,False,0,8,common,4,nice,,,Katana,Buckaroo,,Frog Green,,Cornhusk,,,9956,113.28,35,5.9,True
3287,,16,True,300,36,common,4,nice,Framez,Red Bowtie,,,,Passion Red,,Turquoisey,,,9961,113.07,35,0,True
3288,,34,False,0,72,common,4,nice,,,Lord Quas,Green Feet,,Frog Green,,Tangerine,,,9963,112.95,35,0,True
3289,,24,False,0,52,common,5,elite,Golden Comb,Red Bowtie,,Spurs,,Frog Green,,Periwinkle,,,9966,112.89,35,30,True
3290,,19,False,0,42,common,3,rare,Coqpit Commander,,,,,Nightstalker Blue,,Vibe,,,9968,112.87,35,0,True
3291,,18,False,0,40,common,4,rare,Grandpa,,,Buckaroo,,Frog Green,,Plum,,,9969,112.84,35,0,True
3292,,3,False,0,10,common,4,Common,,,Spelunker,,,Snow White,Black Trim,Cornhusk,,,9970,112.83,35,0,True
3293,,22,False,0,48,common,3,nice,Woody,,,,,Frog Green,,Venus,,,9972,112.81,35,0,True
3294,,19,False,0,42,common,4,nice,Fez,Sash,,,,Passion Red,,Plum,,,9973,112.8,35,0,True
3295,,9,False,0,22,common,5,rare,,Purple Bowtie,,Iron Claw,,Mutant Purple,Blue Trim,Turquoisey,,,9975,112.79,35,6,True
3296,,2,False,0,8,common,4,nice,Cap,Red Bowtie,,,,Frog Green,,Royale,,,9980,112.68,35,0,True
3297,,7,False,0,18,common,4,nice,Gentleman's Pipe,,,Green Feet,,Nightstalker Blue,,Miami,,,9981,112.68,35,0,True
3298,,14,False,0,32,common,4,rare,Grandpa,,,Iron Claw,,Snow White,,Tangerine,,,9988,112.57,35,0,True
3299,,52,False,0,108,common,4,rare,Chef,Prized Coq,,,,Snow White,,Periwinkle,,,9990,112.56,35,7,True
3300,,23,False,0,50,common,4,elite,,Red Bowtie,,Greaves,,Snow White,,Solana,,,9992,112.52,35,0,True
3301,,24,False,0,52,common,4,nice,,Stethoscope,Spelunker,,,Snow White,,Royale,,,9996,112.46,35,7.8,True
3302,,20,False,0,44,common,4,rare,Chrome Dome,Red Bowtie,,,,Snow White,,Cornhusk,,,9999,112.35,35,0,True
3303,,22,False,0,48,common,4,elite,PermaBull,,,Spurs,,Nightstalker Blue,,Cornhusk,,,10004,112.3,35,0,True
3304,,1,False,0,1,common,4,nice,Sunnies,,,Iron Claw,,Snow White,,Tangerine,,,10010,112.24,35,0,False
3305,FrenchRoostr,8,False,0,20,common,4,elite,,a little rag,,Sneaker Head,,Mutant Purple,,Drummies,,,10011,112.22,35,14,True
3306,,30,False,0,64,common,4,nice,,,Starfish,Iron Claw,,Nightstalker Blue,,Tangerine,,,10016,112.15,35,0,True
3307,Dr. Slay,13,False,0,30,common,4,Common,,Stethoscope,Sword,,,Snow White,,Vermillion,,,10019,112.07,35,10,True
3308,,23,False,0,50,common,4,rare,Chrome Dome,,,Sneaker Head,,Snow White,,Tangerine,,,10024,112,35,0,True
3309,,27,False,0,58,common,3,elite,,,,Iron Claw,,Nightstalker Blue,,Atlantis,,,10025,111.94,35,35,True
3310,,1,False,0,1,common,5,nice,,Red Bowtie,,Croqs,,Snow White,Black Trim,Tangerine,,,10026,111.93,35,0,True
3311,,14,False,0,32,common,4,rare,Beret,,,Sneaker Head,,Mutant Purple,,Vermillion,,,10027,111.91,35,0,True
3312,,12,False,0,28,common,4,rare,,,Home Run,Sneaker Head,,Mutant Purple,,Cornhusk,,,10028,111.89,35,6.6,True
3313,,43,False,0,90,common,5,rare,,Sash,,Sneaker Head,,Snow White,Blue Trim,Vermillion,,,10030,111.86,35,7,True
3314,,17,False,0,38,common,4,rare,Chrome Dome,,,Croqs,,Mutant Purple,,Plum,,,10031,111.85,35,0,True
3315,,24,False,0,52,common,4,rare,Chef,,,Buckaroo,,Passion Red,,Periwinkle,,,10032,111.85,35,0,True
3316,,30,False,0,64,common,3,rare,,,Love Balloon,,,Midnight,,Cornhusk,,,10033,111.83,35,6,True
3317,,40,False,0,84,common,4,nice,,Purple Bowtie,Spork,,,Frog Green,,Turquoisey,,,10036,111.79,35,6.94,True
3318,,39,False,0,82,common,4,rare,,,,All Stars,Smokestack,Snow White,,Royale,,,10040,111.72,35,6.8,True
3319,,24,False,0,52,common,5,nice,Golden Comb,Bandolier,,Green Feet,,Snow White,,Plum,,,10042,111.71,35,0,True
