ID,Name,KG,For Sale,Sale Price,EGG/Day,Rarity,# Traits,Rarest Trait,Head,Neck,Torso,Feet,Tail,Body,Trim,Background,Lore,Flavour,Rank,Score,Floor Price,Last Price,Roosted
8454,,36,False,0,9.75,common,4,Common,,chicken choker,a fresh baguette,,,rustic brown,,vermillion,,,9767,76.27,93,0,True
8455,,20,False,0,5.75,nice,5,rare,low vision admiral,,blue bag,,orange plumage,rustic brown,,plum,,,4896,148.05,95,0,True
8456,Bokhead,46,False,0,12.25,elite,5,legendary,boxhead,chicken choker,,purple feet,,rustic brown,,periwinkle,,,242,348.07,145,0,True
8457,,12,False,0,3.75,common,5,rare,sucker,black bandana,big ol corn cob,,,nightstalker blue,,tangerine,,,6114,131.92,93,0,True
8458,,27,False,0,7.5,common,5,nice,moustache,,big ol corn cob,,liarliar,nightstalker blue,,solana,,,7583,113.83,93,0,True
8459,,25,False,0,7,common,5,rare,covid safe,bitcoin bling,,,gas guzzler,rustic brown,,tangerine,,,6694,124.54,93,22.99,True
8460,,12,False,0,3.75,nice,6,rare,top of the morning,,spell wand,blue feet,red plumage,mutant purple,,vermillion,,,4940,147.38,95,0,True
8461,,23,False,0,6.5,nice,4,elite,,blue bandana,,black vans,,gameboy,,cloud,,,3771,164.69,95,0,True
8462,,41,False,0,11,common,3,nice,,chicken choker,,,,frognation green,,cornhusk,,,9310,89.06,93,4.2,True
8463,,41,False,0,11,common,5,nice,admiral,,,blue feet,red plumage,rustic brown,,plum,,,9138,92.15,93,0,True
8464,,39,False,0,10.5,common,5,Common,savage beast,,a fresh baguette,,very fresh egg,rustic brown,,cornhusk,,,8976,95.29,93,89,True
8465,,34,False,0,9.25,common,4,nice,crusader,,,blue feet,,frognation green,,cornhusk,,,8047,108.05,93,22,True
8466,,42,False,0,11.25,nice,5,elite,construction helmet,chains for days,,purple feet,,crystalé,,turquoisey,,,3043,178.19,95,0,True
8467,,53,False,0,14,legendary,5,legendary,daft punk,,,blue feet,golden egg,frognation green,,miami,,,57,471.4,300,0,True
8468,,48,False,0,12.75,rare,6,rare,gentlechikn,chicken choker,big bag of cash,purple feet,,passion red,,vermillion,,,1515,223.06,138,18,True
8469,,18,False,0,5.25,common,5,rare,deal with it,chicken choker,,,,passion red,black trim,venus,,,5189,144.1,93,0,True
8470,Chick-A-Leto AKA The Real McCoq,56,False,0,14.75,nice,7,nice,deal with it,hairy old man,peacemaker,green feet,red plumage,nightstalker blue,,periwinkle,,,4951,147.25,95,0,True
8471,,22,False,0,6.25,elite,5,elite,pineapple,,,green feet,,nightstalker blue,cloud trim,plum,,,622,279.06,145,0,True
8472,,45,False,0,12,common,5,Common,uniquehorn,chicken choker,a fresh baguette,,,mutant purple,,cornhusk,,,7845,110.47,93,12.5,True
8473,,26,False,0,7.25,elite,5,legendary,pineapple,purple bowtie,,,big mama fat pipes,rustic brown,,miami,,,585,283.86,145,4.35,True
8474,"Swash""boq""ler",26,False,0,7.25,nice,4,elite,,,big bag of cash,,nyan,pixel-chan,,cloud,,,4703,150.78,95,1.85,True
8475,,26,False,0,7.25,elite,4,elite,pineapple,mim bling,,,,nightstalker blue,,cloud,,,665,275.12,145,4.3,True
8476,,40,False,0,10.75,rare,4,elite,hamlet,hairy old man,,,,nightstalker blue,,solana,,,900,256.94,138,120,True
8477,,27,False,0,7.5,common,6,rare,moustache,purple bowtie,,red feet,orange plumage,gameboy,,cornhusk,,,6341,128.7,93,3.5,True
8478,,3,False,0,1.5,legendary,5,legendary,boxhead,,,comfortable uggs,,frognation green,blue trim,vermillion,,,176,378.34,300,35,True
8479,,46,False,0,12.25,common,4,nice,,,,purple feet,,passion red,avax trim,venus,,,8593,100.67,93,12,True
8480,,38,False,0,10.25,common,5,rare,red mage,,,green feet,liarliar,frognation green,,nugget,,,7189,118.43,93,27.5,True
8481,"Avalanche, F*** Yeah",28,True,49999.99999999999,7.75,legendary,8,elite,murica,avax bling,peacemaker,blue feet,nyan,passion red,avax trim,plum,,,34,506.99,300,38,True
8482,,37,False,0,10,nice,6,rare,,,a fresh baguette,comfortable uggs,liarliar,nightstalker blue,avax trim,solana,,,3954,161.97,95,2.2,True
8483,The Wrath Of Khan,55,False,0,14.5,common,5,Common,,wage slave,human growth hormones,,liarliar,mutant purple,,cornhusk,,,9387,87.23,93,26.9,True
8484,,4,False,0,1.75,nice,5,rare,,black bandana,mighty broadsword,purple leather boots,,frognation green,,vermillion,,,3983,161.6,95,2.1,True
8485,,30,False,0,8.25,nice,7,nice,cool dude 69,bitcoin bling,mighty broadsword,blue feet,red plumage,passion red,,cornhusk,,,4080,160.05,95,20,True
8486,,19,False,0,5.5,rare,4,elite,inherited royalty,,,blue feet,,passion red,,cornhusk,,,1400,228.25,138,32,True
8487,Honest Abr,50,False,0,13.25,common,5,nice,top of the morning,hairy old man,popsicle,,,nightstalker blue,,periwinkle,"“The best thing about the future is that it comes one day at a time,” Honest Abr stated as a matter of fact. “Chikn *always* lay egg.”",The best way to predict your future is to create it.,6698,124.5,93,19.4,True
8488,Everything's Fine,28,True,328.88,7.75,nice,5,elite,super saiyan,wage slave,,,liarliar,rustic brown,,cornhusk,,,2405,192.96,95,17,True
8489,,36,False,0,9.75,nice,5,elite,,avax bling,cutlass,swashbucklers,,nightstalker blue,,tangerine,,,3625,167.13,95,20,True
8490,Zev Love Eggs,43,False,0,11.5,rare,6,legendary,mfd,chicken choker,popsicle,real feet,,frognation green,,vermillion,,,814,263.17,138,24.6,True
8491,,24,False,0,6.75,nice,5,elite,,purple bowtie,,,gas guzzler,gameboy,avax trim,farm,,,4588,152.42,95,14.2,True
8492,,27,False,0,7.5,elite,6,elite,luckiest red cap,red bowtie,,,golden plumage,frognation green,space trim,venus,,,546,288.03,145,0,True
8493,,39,False,0,10.5,nice,5,rare,saint,,fresh fish,,golden egg,frognation green,,periwinkle,,,2390,193.27,95,63,True
8494,,42,False,0,11.25,nice,5,rare,,,human growth hormones,blue kicks,golden egg,bullion,,cornhusk,,,4281,157.06,95,63,True
8495,,27,False,0,7.5,nice,6,rare,,chicken choker,,comfortable uggs,led,passion red,black trim,cornhusk,,,3460,170.03,95,100,True
8496,,44,False,0,11.75,common,5,nice,pixel cigarette,bitcoin bling,summer days,,,frognation green,,turquoisey,,,6542,126.34,93,44,True
8497,,21,False,0,6,rare,6,elite,pixel cigarette,,summer days,,golden plumage,pixel-chan,space trim,vermillion,,,1994,204.68,138,3.18,True
8498,,30,False,0,8.25,common,5,nice,,wage slave,,,red plumage,mutant purple,blue trim,periwinkle,,,8765,98.26,93,83,True
8499,,31,False,0,8.5,common,5,rare,,,summer days,red feet,orange plumage,mutant purple,,plum,,,9233,90.42,93,19.95,True
8500,,23,False,0,6.5,common,5,rare,,,peacemaker,red feet,,frognation green,space trim,plum,,,6166,131.15,93,19.9,True
8501,,34,False,0,9.25,common,4,legendary,red mage,,,,big mama fat pipes,passion red,,vermillion,,,6157,131.28,93,22,True
8502,,33,False,0,9,nice,5,legendary,covid safe,,big bag of cash,,big mama fat pipes,passion red,,miami,,,2449,191.99,95,22,True
8503,,45,False,0,12,nice,5,rare,goose,,,blue feet,red plumage,frognation green,,turquoisey,,,4255,157.37,95,41.5,True
8504,,52,False,0,13.75,nice,6,rare,cheeky redhead,red bowtie,,red feet,,frognation green,blue trim,cornhusk,,,2781,183.67,95,24,True
8505,,23,False,0,6.5,common,4,Common,cool dude 69,wage slave,,,,nightstalker blue,,vermillion,,,8972,95.38,93,27,True
8506,,21,False,0,6,rare,6,rare,charcoal brunette,dollar chain,blue bag,,,gameboy,black trim,cornhusk,,,1739,213.22,138,31.98,True
8507,,9,False,0,3,elite,8,elite,black sweatband,purple bowtie,big ol corn cob,red feet,liarliar,passion red,cloud trim,cornhusk,,,280,337.36,145,14.49,True
8508,,53,False,0,14,common,5,nice,moustache,red bowtie,cutlass,,,gameboy,,plum,,,5870,134.94,93,16.3,True
8509,,24,True,200,6.75,nice,5,elite,gentlechikn,wage slave,a fresh baguette,,,mutant purple,,cloud,,,2569,189.14,95,0,True
8510,,21,False,0,6,common,5,rare,sucker,ethereum bling,,blue feet,,bullion,,cornhusk,,,5651,137.69,93,0,True
8511,,34,True,200,9.25,common,5,rare,,hairy old man,spell wand,,red plumage,frognation green,,vibe,,,6317,128.95,93,21.5,True
8512,,8,False,0,2.75,nice,5,rare,all seeing eye,chicken choker,human growth hormones,,,frognation green,,vibe,,,2633,187.03,95,2.44,True
8513,,30,False,0,8.25,nice,6,nice,gentleman's pipe,dollar chain,cutlass,,nyan,gameboy,,vermillion,,,4395,155.32,95,4,True
8514,,39,False,0,10.5,nice,5,elite,maverick,,big ol corn cob,,very fresh egg,crystalé,,nugget,,,3774,164.64,95,5,True
8515,,39,False,0,10.5,common,4,rare,deal with it,,,,,frognation green,black trim,periwinkle,,,7361,116.44,93,27.69,True
8516,,36,False,0,9.75,nice,6,rare,nerdlinger,dollar chain,peacemaker,,orange plumage,frognation green,,nugget,,,4440,154.68,95,3.7,True
8517,,40,False,0,10.75,common,6,rare,savage beast,red bowtie,,red feet,orange plumage,rustic brown,,vermillion,,,7226,117.96,93,25.99,True
8518,,31,False,0,8.5,common,5,nice,hubba bubba,chains for days,,,red plumage,frognation green,,vermillion,,,7589,113.79,93,35,True
8519,,28,False,0,7.75,elite,6,elite,icey stare,,,red feet,red plumage,nightstalker blue,black trim,vermillion,,,765,266.51,145,39.5,True
8520,Khaleesi,45,False,0,12,rare,6,rare,hothead,blue bandana,a fresh baguette,blue feet,,gameboy,,solana,,,1748,212.96,138,28,True
8521,,29,False,0,8,common,5,nice,pixel cigarette,hairy old man,,purple feet,,frognation green,,turquoisey,,,7163,118.77,93,22.5,True
8522,,25,False,0,7,common,5,rare,admiral,,old fashioned romance,,gas guzzler,frognation green,,vermillion,,,8401,103.61,93,25,True
8523,,26,False,0,7.25,nice,6,rare,pixel cigarette,red bandana,,purple feet,red plumage,passion red,,royale,,,3963,161.9,95,22,True
8524,,49,False,0,13,common,5,rare,nerdlinger,,,purple feet,very fresh egg,bullion,,vermillion,,,5464,140.46,93,37,True
8525,,33,False,0,9,rare,5,elite,low vision admiral,mim bling,nugget wand,,,pixel-chan,,vermillion,,,1407,227.79,138,33,True
8526,smol Johnson,50,False,0,13.25,common,3,Common,,red bowtie,,,,mutant purple,,plum,BIG Johnson's little sister who is not as smart and not as wealthy. Abandoned by her parents at a young age and stripped of the McCoq name.,"Bok Bok, I'm not McCoq!",9419,86.45,93,21,True
8527,,28,True,300,7.75,rare,5,elite,hamlet,,summer days,blue feet,,pixel-chan,,cornhusk,,,855,260.23,138,35,True
8528,,52,False,0,13.75,common,4,rare,,,blue bag,,gas guzzler,nightstalker blue,,venus,,,9222,90.67,93,24,True
8529,Rambo,43,False,0,11.5,legendary,6,legendary,,chains for days,midas muscles,,liarliar,rustic brown,cloud trim,galactic,,,180,375.89,300,70,True
8530,,21,False,0,6,common,5,elite,gentleman's pipe,,,blue feet,,frognation green,avax trim,cloud,,,5635,137.93,93,25,True
8531,OGBlindnPaws,47,True,7000,12.5,nice,4,rare,laser eye,purple bowtie,,,,rustic brown,,vermillion,,,3385,171.26,95,25,True
8532,,29,False,0,8,nice,5,elite,black sweatband,,blue bag,,red plumage,frognation green,,farm,,,4544,153.17,95,35.7,True
8533,Mighty Mike,46,False,0,12.25,common,5,rare,,,mighty broadsword,red feet,gas guzzler,frognation green,,turquoisey,,,8012,108.51,93,0,True
8534,,37,False,0,10,nice,6,nice,crusader,ethereum bling,hentai,red feet,,mutant purple,,vermillion,,,2808,183.19,95,26,True
8535,,50,False,0,13.25,nice,6,rare,cool dude 69,black bandana,,black vans,orange plumage,rustic brown,,turquoisey,,,3704,165.83,95,34.5,True
8536,Cluck Woolery,40,False,0,10.75,nice,6,rare,,black bandana,cutlass,red vans,very fresh egg,rustic brown,,plum,,,4143,159.02,95,23,True
8537,,47,False,0,12.5,rare,6,elite,laser eye,hairy old man,cutlass,,golden plumage,pixel-chan,,cornhusk,,,881,258.57,138,27,True
8538,,42,False,0,11.25,common,5,nice,,avax bling,mighty broadsword,red feet,,passion red,,vermillion,,,8767,98.23,93,22.8,True
8539,,45,False,0,12,common,5,nice,admiral,,hentai,red feet,,rustic brown,,royale,,,6236,130.14,93,36.66,True
8540,,33,False,0,9,common,4,legendary,,wage slave,,real feet,,nightstalker blue,,cornhusk,,,5216,143.73,93,21,True
8541,,52,False,0,13.75,nice,5,rare,crusader,,cutlass,,nyan,pixel-chan,,periwinkle,,,4045,160.62,95,24,True
8542,,41,False,0,11,elite,6,elite,hamlet,,human growth hormones,,liarliar,rustic brown,blue trim,cornhusk,,,576,284.75,145,38,True
8543,,20,False,0,5.75,common,5,Common,,purple bowtie,a fresh baguette,,liarliar,nightstalker blue,,vermillion,,,9886,70.33,93,18,True
8544,,32,False,0,8.75,common,6,rare,deal with it,wage slave,human growth hormones,blue feet,,nightstalker blue,,nugget,,,5200,143.96,93,21,True
8545,,25,False,0,7,common,6,Common,savage beast,,summer days,blue feet,very fresh egg,mutant purple,,vermillion,,,8299,104.82,93,31.99,True
8546,,27,False,0,7.5,common,5,nice,hubba bubba,hairy old man,,green feet,,passion red,,solana,,,7643,113.02,93,100,True
8547,,47,False,0,12.5,common,6,Common,top of the morning,avax bling,summer days,red feet,,nightstalker blue,,vermillion,,,6314,128.97,93,37.4,True
8548,,47,False,0,12.5,common,5,nice,pixel cigarette,red bowtie,,red vans,,mutant purple,,turquoisey,,,5482,140.24,93,35.9,True
8549,,9,False,0,3,nice,6,rare,sucker,,big ol corn cob,,led,mutant purple,black trim,royale,,,4935,147.41,95,0,True
8550,,27,False,0,7.5,nice,5,rare,saint,red bowtie,,purple feet,,nightstalker blue,,cornhusk,,,3938,162.15,95,39.97,True
8551,,39,False,0,10.5,common,3,nice,,,,,nyan,nightstalker blue,,vermillion,,,9783,75.52,93,24,True
8552,,29,False,0,8,common,4,nice,covid safe,,,blue feet,,rustic brown,,tangerine,,,9436,86.12,93,24,True
8553,,37,False,0,10,nice,5,elite,,,,rollerderby,liarliar,nightstalker blue,blue trim,farm,,,3194,175.06,95,98.9,True
8554,Green Eggs and Hamlet,46,False,0,12.25,elite,3,elite,hamlet,,,,,gameboy,,vibe,,,566,285.75,145,45,True
8555,,30,False,0,8.25,common,6,Common,sucker,,old fashioned romance,blue feet,,rustic brown,avax trim,cornhusk,,,7304,117.11,93,20,True
8556,Gohen,51,False,0,13.5,rare,5,elite,super saiyan,purple bowtie,,purple feet,,nightstalker blue,,solana,,,1600,218.77,138,30,True
8557,,47,False,0,12.5,rare,5,rare,saint,,captain chimerica,purple feet,,pixel-chan,,vermillion,,,1474,224.45,138,25,True
8558,"Maiden, Mother and Crone",50,True,666,13.25,elite,5,elite,cheeky redhead,ethereum bling,,,golden egg,pixel-chan,,moon,,,708,270.54,145,37,True
8559,,36,False,0,9.75,rare,6,elite,covid safe,hairy old man,,,golden plumage,frognation green,cloud trim,cloud,,,1652,216.59,138,32,True
8560,Chickendale,30,False,0,8.25,common,5,Common,,red bowtie,human growth hormones,blue feet,,nightstalker blue,,vermillion,,,9719,78.63,93,20,True
8561,,4,False,0,1.75,nice,5,rare,all seeing eye,dollar chain,summer days,,,mutant purple,,cornhusk,,,3978,161.67,95,2.1,True
8562,,45,False,0,12,common,5,nice,,,,blue feet,nyan,mutant purple,blue trim,plum,,,9609,82.04,93,27,True
8563,,47,False,0,12.5,common,3,nice,,bitcoin bling,,,,mutant purple,,plum,,,8681,99.42,93,29.5,True
8564,,8,False,0,2.75,common,5,nice,,red bowtie,,red feet,nyan,frognation green,,plum,,,9491,84.78,93,27.9,True
8565,Ice Cube,45,False,0,12,elite,6,elite,icey stare,bitcoin bling,peacemaker,green feet,,pixel-chan,,turquoisey,,,630,278.44,145,34,True
8566,Disco Bickie Chickie,50,False,0,13.25,legendary,6,legendary,daft punk,purple bowtie,cutlass,swashbucklers,,nightstalker blue,,miami,Doesn't matter which boards need treadin' - this chook'll tread 'em.,"Party up top, Pirate underneath.",18,549.98,300,100,True
8567,,36,False,0,9.75,common,5,nice,pixel cigarette,,big ol corn cob,blue feet,,mutant purple,,vermillion,,,8841,97.3,93,22,True
8568,,30,False,0,8.25,common,4,nice,admiral,,cutlass,,,frognation green,,cornhusk,,,8580,100.8,93,31.69,True
8569,,27,False,0,7.5,common,6,nice,maverick,ethereum bling,,blue feet,red plumage,mutant purple,,vermillion,,,7059,120.1,93,40,True
8570,,52,False,0,13.75,common,5,nice,admiral,,blue bag,blue feet,,passion red,,turquoisey,,,8967,95.42,93,24,True
8571,,9,False,0,3,nice,5,legendary,savage beast,hairy old man,,real feet,,passion red,,solana,,,2694,185.64,95,0,True
8572,,20,False,0,5.75,common,6,nice,maverick,bitcoin bling,big ol corn cob,,liarliar,frognation green,,cornhusk,,,6365,128.37,93,17.5,True
8573,,9,False,0,3,nice,6,nice,,ethereum bling,summer days,red vans,,nightstalker blue,avax trim,periwinkle,,,4664,151.25,95,0,True
8574,,9,False,0,3,nice,5,rare,construction helmet,,,,nyan,frognation green,space trim,nugget,,,3980,161.64,95,0,True
8575,,52,False,0,13.75,common,4,nice,,,,purple feet,nyan,nightstalker blue,,cornhusk,,,9832,73.31,93,14,True
8576,,37,False,0,10,nice,5,rare,,chains for days,big bag of cash,purple feet,,rustic brown,,vibe,,,4517,153.69,95,3.8,True
8577,,26,False,0,7.25,nice,5,nice,low vision admiral,bitcoin bling,,purple feet,,frognation green,,cornhusk,,,3857,163.46,95,1.6,True
8578,,40,False,0,10.75,nice,5,rare,cheeky redhead,purple bowtie,popsicle,,,rustic brown,,vermillion,,,3599,167.47,95,28.9,True
8579,,32,False,0,8.75,elite,5,rare,smoking lounge,ethereum gwei guzzler,big ol corn cob,,,mutant purple,,nugget,,,733,268.57,145,44.1,True
8580,Whole Coinr,50,False,0,13.25,common,5,rare,,bitcoin bling,,purple feet,orange plumage,frognation green,,cornhusk,"“That’s how you becom a cluckin legen,” told Whole Coinr to all the little chics gathered around. “An ALWAYS look aftr your chikn fam too.”","Stack sats, stay humbl.",8680,99.44,93,22,True
8581,,37,False,0,10,rare,6,elite,uniquehorn,second head,,green feet,orange plumage,nightstalker blue,,cornhusk,,,1719,213.73,138,33,True
8582,,88,True,500,22.75,nice,6,nice,avax safety officer,red bowtie,human growth hormones,,red plumage,rustic brown,,turquoisey,,,3045,178.18,95,22.9,True
8583,,51,False,0,13.5,elite,8,rare,deal with it,chains for days,mighty broadsword,green kicks,nyan,nightstalker blue,blue trim,vermillion,,,208,362.81,145,44.4,True
8584,,40,False,0,10.75,nice,6,rare,covid safe,mim bling,popsicle,,orange plumage,rustic brown,,solana,,,3889,162.97,95,38,True
8585,Huskr,50,False,0,13.25,common,5,nice,,purple bowtie,big ol corn cob,,nyan,nightstalker blue,,cornhusk,"“Have hope, pursue yer dreams, cherish new beginnins,” said Huskr as a rainbow fell across the farmland. “Be proud of the chikn you are.”",You are a-maize-ing.,9851,72.4,93,22,True
8586,,37,False,0,10,common,5,rare,,mim bling,,comfortable uggs,liarliar,rustic brown,,plum,,,5356,141.8,93,35,True
8587,,19,False,0,5.5,nice,5,rare,gentlechikn,mim bling,,red vans,,gameboy,,vermillion,,,2016,203.62,95,23.9,True
8588,Paul Allen,55,False,0,14.5,elite,5,legendary,pixel cigarette,hairy old man,business boy,,,passion red,,vermillion,,,556,286.9,145,44,True
8589,,20,False,0,5.75,common,4,nice,,chains for days,,,liarliar,rustic brown,,vermillion,,,9856,72.07,93,23,True
8590,,52,False,0,13.75,nice,5,nice,sucker,purple bowtie,,red vans,,gameboy,,venus,,,4402,155.28,95,39,True
8591,William Wallace,57,False,0,15,nice,5,nice,frothy crown,,human growth hormones,green feet,,rustic brown,,cornhusk,,,4645,151.49,95,108,True
8592,,65,False,0,17,legendary,6,legendary,golden bone daddy,bitcoin maxi,a fresh baguette,purple feet,,mutant purple,,vermillion,,,28,520.86,300,123,True
8593,,33,False,0,9,nice,6,rare,nerdlinger,mim bling,spell wand,,gas guzzler,passion red,,periwinkle,,,2588,188.62,95,26,True
8594,chikn #1,18,False,0,5.25,nice,4,rare,,mim bling,captain chimerica,,,bullion,,periwinkle,,,3286,172.91,95,19,True
8595,,28,False,0,7.75,common,5,nice,admiral,chicken choker,human growth hormones,,,gameboy,,tangerine,,,5754,136.39,93,17.777,True
8596,,47,False,0,12.5,common,5,nice,deal with it,,,green feet,nyan,mutant purple,,cornhusk,,,9108,92.81,93,36,True
